start_lat,start_long,end_lat,end_long,ride_count
40.70326,-73.96976,40.70401,-73.97094,81.0
40.70021,-73.96855,40.70024,-73.96853,81.0
40.69986,-73.96868,40.699909999999996,-73.96868,81.0
40.700179999999996,-73.96856,40.70021,-73.96855,81.0
40.699909999999996,-73.96868,40.69995,-73.96866999999999,81.0
40.70401,-73.97094,40.70426,-73.9709,81.0
40.70426,-73.9709,40.70469,-73.9706,81.0
40.70005,-73.96863,40.700179999999996,-73.96856,81.0
40.69995,-73.96866999999999,40.69998,-73.96866,81.0
40.70324,-73.9697,40.70324,-73.96967,81.0
40.70221,-73.96838000000001,40.70223,-73.96836,81.0
40.70127,-73.96846,40.70197,-73.96842,81.0
40.7021,-73.96840999999999,40.70213,-73.96840999999999,81.0
40.69998,-73.96866,40.70005,-73.96863,81.0
40.70197,-73.96842,40.7021,-73.96840999999999,81.0
40.70213,-73.96840999999999,40.70216,-73.9684,81.0
40.70218,-73.96839,40.70221,-73.96838000000001,81.0
40.70216,-73.9684,40.70218,-73.96839,81.0
40.71585,-73.99613000000001,40.715959999999995,-73.9961,83.0
40.715959999999995,-73.9961,40.716,-73.99609,83.0
40.716,-73.99609,40.71607,-73.99611,83.0
40.715509999999995,-73.99645,40.715720000000005,-73.99619,83.0
40.71578,-73.99616,40.71585,-73.99613000000001,83.0
40.715720000000005,-73.99619,40.71578,-73.99616,83.0
40.71058,-73.95501,40.71059,-73.95508000000001,84.0
40.70717,-73.9449,40.70791,-73.94501,84.0
40.71062,-73.9567,40.71056,-73.95688,84.0
40.7029,-73.94422,40.70355,-73.94431999999999,84.0
40.70355,-73.94431999999999,40.70361,-73.94434,84.0
40.71048,-73.95721999999999,40.71047,-73.95728000000001,84.0
40.71096,-73.95111999999999,40.71089,-73.95161,84.0
40.71005,-73.94536,40.71074,-73.94548,84.0
40.70361,-73.94434,40.70431,-73.94445,84.0
40.71063,-73.95588000000001,40.71066,-73.95606,84.0
40.70791,-73.94501,40.70863,-73.94511999999999,84.0
40.71089,-73.95161,40.71085,-73.95212,84.0
40.701859999999996,-73.94382,40.702,-73.94404,84.0
40.7106,-73.95551,40.7106,-73.95562,84.0
40.705740000000006,-73.94469000000001,40.70644,-73.9448,84.0
40.6997,-73.94424000000001,40.70043,-73.94439,84.0
40.71132,-73.94725,40.71117,-73.94891,84.0
40.7106,-73.95562,40.71063,-73.95588000000001,84.0
40.69897,-73.9441,40.6997,-73.94424000000001,84.0
40.71085,-73.95212,40.71083,-73.95241,84.0
40.71078,-73.95297,40.710770000000004,-73.95313,84.0
40.70053,-73.94440999999999,40.70109,-73.94501,84.0
40.71148,-73.9456,40.71132,-73.94725,84.0
40.70043,-73.94439,40.70053,-73.94440999999999,84.0
40.71083,-73.95241,40.71078,-73.95297,84.0
40.71047,-73.95728000000001,40.71043,-73.95756,84.0
40.705020000000005,-73.94457,40.705740000000006,-73.94469000000001,84.0
40.702,-73.94404,40.70219,-73.94408,84.0
40.69603,-73.94353000000001,40.69822,-73.94395,84.0
40.69822,-73.94395,40.69897,-73.9441,84.0
40.71062,-73.95456999999999,40.71058,-73.95501,84.0
40.710770000000004,-73.95313,40.71072,-73.95357,84.0
40.71043,-73.95756,40.71035,-73.95836,84.0
40.71069,-73.95624000000001,40.71073,-73.95643000000001,84.0
40.710679999999996,-73.95657,40.71062,-73.9567,84.0
40.71059,-73.95508000000001,40.71059,-73.95532,84.0
40.71067,-73.95615,40.71069,-73.95624000000001,84.0
40.70109,-73.94501,40.701859999999996,-73.94382,84.0
40.71051,-73.95705,40.71048,-73.95721999999999,84.0
40.70431,-73.94445,40.705020000000005,-73.94457,84.0
40.69529,-73.94339000000001,40.69603,-73.94353000000001,84.0
40.70932,-73.94524,40.71005,-73.94536,84.0
40.70644,-73.9448,40.70717,-73.9449,84.0
40.71066,-73.95407,40.71062,-73.95456999999999,84.0
40.70219,-73.94408,40.7029,-73.94422,84.0
40.71066,-73.95606,40.71067,-73.95615,84.0
40.694559999999996,-73.94324,40.69529,-73.94339000000001,84.0
40.71072,-73.95357,40.71066,-73.95407,84.0
40.71059,-73.95532,40.7106,-73.95551,84.0
40.71117,-73.94891,40.71096,-73.95111999999999,84.0
40.71073,-73.95643000000001,40.710679999999996,-73.95657,84.0
40.70863,-73.94511999999999,40.70932,-73.94524,84.0
40.71074,-73.94548,40.71148,-73.9456,84.0
40.71056,-73.95688,40.71051,-73.95705,84.0
40.713809999999995,-73.97948000000001,40.71374,-73.97951,91.0
40.71885,-73.9756,40.71882,-73.97548,91.0
40.71901,-73.97639000000001,40.71885,-73.9756,91.0
40.70684,-73.96818,40.70693,-73.96764,94.0
40.70683,-73.96823,40.70684,-73.96818,94.0
40.70683,-73.96826999999999,40.70683,-73.96823,94.0
40.70693,-73.96764,40.707,-73.96727,94.0
40.70684,-73.96836,40.70683,-73.96826999999999,94.0
40.68724,-73.95468000000001,40.687,-73.95684,95.0
40.73135,-73.97531,40.73138,-73.97521,100.0
40.73126,-73.97549000000001,40.731320000000004,-73.97539,100.0
40.731320000000004,-73.97539,40.73135,-73.97531,100.0
40.73138,-73.97507,40.73138,-73.97504,100.0
40.73138,-73.97521,40.731390000000005,-73.97516999999999,100.0
40.73114,-73.97564,40.7312,-73.97556,100.0
40.731390000000005,-73.97516999999999,40.731390000000005,-73.97511999999999,100.0
40.73138,-73.97504,40.73137,-73.975,100.0
40.73097,-73.97404,40.73095,-73.97391999999999,100.0
40.73134,-73.97489,40.73097,-73.97404,100.0
40.73151,-73.97697,40.73114,-73.97564,100.0
40.731390000000005,-73.97511999999999,40.73138,-73.97507,100.0
40.73137,-73.975,40.73134,-73.97489,100.0
40.7312,-73.97556,40.73126,-73.97549000000001,100.0
40.68907,-73.99048,40.68913,-73.99064,103.0
40.6995,-73.9898,40.69992,-73.98978000000001,103.0
40.74706,-73.97925,40.74771,-73.98076999999999,105.0
40.75242,-74.00759000000001,40.7531,-74.00731999999999,105.0
40.75352,-74.00716,40.75369,-74.0071,105.0
40.75369,-74.0071,40.753809999999994,-74.00705,105.0
40.753809999999994,-74.00705,40.75418,-74.00681,105.0
40.75418,-74.00681,40.754329999999996,-74.00671,105.0
40.754329999999996,-74.00671,40.75445,-74.00664,105.0
40.74771,-73.98076999999999,40.74778,-73.98095,105.0
40.75173,-74.00785,40.75242,-74.00759000000001,105.0
40.7531,-74.00731999999999,40.75352,-74.00716,105.0
40.69255,-73.991,40.69161,-73.99144,108.0
40.69099,-73.99175,40.69034,-73.99205,108.0
40.692840000000004,-73.99082,40.69255,-73.991,108.0
40.693659999999994,-73.99049000000001,40.693509999999996,-73.9905,108.0
40.693509999999996,-73.9905,40.69342,-73.99054,108.0
40.69342,-73.99054,40.693059999999996,-73.99072,108.0
40.693059999999996,-73.99072,40.692840000000004,-73.99082,108.0
40.69161,-73.99144,40.69099,-73.99175,108.0
40.69375,-73.99047,40.693659999999994,-73.99049000000001,108.0
40.71378,-73.99775,40.71391,-73.99756,109.0
40.71365,-73.99797,40.71378,-73.99775,109.0
40.71391,-73.99756,40.71402,-73.99743000000001,109.0
40.715309999999995,-73.98119,40.7159,-73.98088,112.0
40.67855,-73.94967,40.67838,-73.94969,112.0
40.71582,-73.98286999999999,40.715309999999995,-73.98119,112.0
40.67838,-73.94969,40.677659999999996,-73.94977,112.0
40.677659999999996,-73.94977,40.67784,-73.9528,112.0
40.67784,-73.9528,40.678340000000006,-73.95521,112.0
40.71198,-73.96104,40.711420000000004,-73.95953,113.0
40.68455,-73.9651,40.68652,-73.96549,118.0
40.68376,-73.97391999999999,40.6854,-73.97424000000001,120.0
40.72375,-74.00795,40.72426,-74.00867,122.0
40.731320000000004,-73.97712,40.73123,-73.97752,125.0
40.73126,-73.97776,40.73129,-73.97788,125.0
40.73124,-73.97768,40.73126,-73.97776,125.0
40.73123,-73.97752,40.73124,-73.97768,125.0
40.69299,-73.95583,40.69457,-73.95614,128.0
40.68188,-73.96348,40.682809999999996,-73.96367,128.0
40.69992,-73.98978000000001,40.70005,-73.98977,135.0
40.70238,-73.98283,40.70297,-73.98274,136.0
40.69276,-73.9458,40.692029999999995,-73.94565,136.0
40.69423,-73.94609,40.6935,-73.94594000000001,136.0
40.69056,-73.94536,40.689840000000004,-73.9452,136.0
40.692029999999995,-73.94565,40.6913,-73.9455,136.0
40.6869,-73.94462,40.686170000000004,-73.94448,136.0
40.688359999999996,-73.94491,40.68763,-73.94476999999999,136.0
40.7031,-73.98665,40.703140000000005,-73.98758000000001,136.0
40.6913,-73.9455,40.69056,-73.94536,136.0
40.702290000000005,-73.98281,40.70238,-73.98283,136.0
40.6935,-73.94594000000001,40.69276,-73.9458,136.0
40.70303,-73.98465999999999,40.7031,-73.98665,136.0
40.6891,-73.94506,40.688359999999996,-73.94491,136.0
40.70297,-73.98274,40.70303,-73.98465999999999,136.0
40.68763,-73.94476999999999,40.6869,-73.94462,136.0
40.689840000000004,-73.9452,40.6891,-73.94506,136.0
40.74787,-73.97542,40.748490000000004,-73.97497,137.0
40.72588,-73.97440999999999,40.726079999999996,-73.97426,140.0
40.68019,-73.96795,40.67942,-73.96823,140.0
40.726079999999996,-73.97426,40.72651,-73.97532,140.0
40.71918,-73.97633,40.71901,-73.97639000000001,140.0
40.72651,-73.97532,40.727090000000004,-73.97664,140.0
40.72951,-73.98992,40.72983,-73.9897,141.0
40.72983,-73.9897,40.73012,-73.98947,141.0
40.731120000000004,-74.00298000000001,40.731770000000004,-74.00115,142.0
40.69655,-73.98066999999999,40.696509999999996,-73.98071999999999,143.0
40.696509999999996,-73.98071999999999,40.69643,-73.98084,143.0
40.696690000000004,-73.98053,40.69665,-73.98056,143.0
40.69665,-73.98056,40.6966,-73.98061,143.0
40.69682,-73.98044,40.696690000000004,-73.98053,143.0
40.6966,-73.98061,40.69655,-73.98066999999999,143.0
40.70075,-73.98998,40.70075,-73.98997,146.0
40.70075,-73.99003,40.70075,-73.99002,146.0
40.70075,-73.99004000000001,40.70075,-73.99003,146.0
40.70075,-73.98999,40.70075,-73.98998,146.0
40.70075,-73.99002,40.70075,-73.98999,146.0
40.68775,-73.96979,40.68629,-73.96949000000001,146.0
40.70075,-73.9901,40.70075,-73.99004000000001,146.0
40.70075,-73.99011,40.70075,-73.9901,146.0
40.70075,-73.98997,40.70075,-73.98995,146.0
40.70075,-73.99014,40.70075,-73.99011,146.0
40.70075,-73.98995,40.70074,-73.98973000000001,146.0
40.70075,-73.99015,40.70075,-73.99014,146.0
40.70077,-73.99087,40.70075,-73.99044,146.0
40.70075,-73.99034,40.70075,-73.99033,146.0
40.70075,-73.99016999999999,40.70075,-73.99015,146.0
40.70075,-73.99028,40.70075,-73.99025999999999,146.0
40.70075,-73.99025999999999,40.70075,-73.99018000000001,146.0
40.70075,-73.99018000000001,40.70075,-73.99016999999999,146.0
40.70075,-73.99033,40.70075,-73.99028,146.0
40.70075,-73.99044,40.70075,-73.99034,146.0
40.71686,-73.9862,40.71711,-73.98703,152.0
40.71711,-73.98703,40.71737,-73.98789000000001,152.0
40.69474,-73.9804,40.6947,-73.98053,155.0
40.70385,-74.00285,40.703520000000005,-73.99516,155.0
40.69482,-73.98002,40.694829999999996,-73.98002,155.0
40.69475,-73.97927,40.694720000000004,-73.97968,155.0
40.703790000000005,-74.00549000000001,40.7039,-74.00523000000001,155.0
40.69477,-73.98029,40.69474,-73.9804,155.0
40.694790000000005,-73.98008,40.694790000000005,-73.98009,155.0
40.694790000000005,-73.98009,40.694790000000005,-73.9801,155.0
40.694720000000004,-73.97968,40.69471,-73.97973,155.0
40.694829999999996,-73.98015,40.69482,-73.98021999999999,155.0
40.6948,-73.97892,40.6948,-73.97896,155.0
40.694829999999996,-73.98014,40.694829999999996,-73.98015,155.0
40.695040000000006,-73.97807,40.69447,-73.97802,155.0
40.6948,-73.97896,40.694790000000005,-73.97903000000001,155.0
40.69478,-73.97881,40.6948,-73.97886,155.0
40.69478,-73.98028000000001,40.69477,-73.98029,155.0
40.69482,-73.98021999999999,40.69482,-73.98023,155.0
40.7039,-74.00523000000001,40.70397,-74.00484,155.0
40.69471,-73.97872,40.69478,-73.97881,155.0
40.69447,-73.97802,40.694559999999996,-73.97847,155.0
40.69481,-73.98009,40.69482,-73.98002,155.0
40.69538,-73.97815,40.695040000000006,-73.97807,155.0
40.694559999999996,-73.97847,40.69458,-73.97854,155.0
40.69482,-73.98028000000001,40.69481,-73.9804,155.0
40.69482,-73.98023,40.69482,-73.98028000000001,155.0
40.69612,-73.97834,40.69538,-73.97815,155.0
40.6948,-73.97886,40.6948,-73.97892,155.0
40.69481,-73.9804,40.6948,-73.98040999999999,155.0
40.69466,-73.97868000000001,40.69471,-73.97872,155.0
40.6947,-73.98053,40.69464,-73.98071999999999,155.0
40.72485,-73.99226999999999,40.725190000000005,-73.99215,155.0
40.70397,-74.00431999999999,40.70391,-74.00365,155.0
40.70397,-74.00484,40.70397,-74.00431999999999,155.0
40.70391,-74.00365,40.70385,-74.00285,155.0
40.69471,-73.97973,40.694790000000005,-73.97991,155.0
40.69458,-73.97854,40.69466,-73.97868000000001,155.0
