orig_ix,start_lat,start_long,end_lat,end_long,polyline,ride_count
7,40.7467972,-74.0078871,40.7475072,-74.0077462,ojuwFhtubMOAKAqBW,326
7,40.7475072,-74.0077462,40.7464045,-74.0051253,}nuwFlsubMlD{KDOh@_B,326
7,40.7464045,-74.0051253,40.7470178,-74.0046633,_huwF`cubMmA{@m@a@,326
7,40.7470178,-74.0046633,40.7446311,-73.9989763,{kuwFb`ubMhFqPrF}P,326
7,40.7446311,-73.9989763,40.7559504,-73.9907232,}|twFr|sbMcAq@_Ao@cC_Bw@i@eAq@{ByA{ByAyByA{ByA{ByAcAq@u@g@cCaBs@c@}@m@sA{@s@e@eC_ByByA{ByA{ByA{ByA{B{A,326
7,40.7559504,-73.9907232,40.7528618,-73.9833691,ucwwF~hrbMnFuPpAcE|CuJd@}A\iAn@sBTq@,326
7,40.7528618,-73.9833691,40.7539632,-73.9825647,kpvwF`{pbMKGEEUOQKc@YMIMI_@WIGUMSOMK,326
7,40.7539632,-73.9825647,40.7537063,-73.9818792,gwvwF~upbMBI@CJ_@^gAAC?C?A@G,326
7,40.7537063,-73.9818792,40.7538658,-73.9817756,uuvwFvqpbMECYO,326
7,40.7538658,-73.9817756,40.7520594,-73.9775568,uvvwFbqpbM`@oAf@aBhC_IlAwDZ}@L[HWDMBI?AHU,326
7,40.7520594,-73.9775568,40.7518788,-73.9776889,kkvwFvvobMXPHF,326
8,40.7652938,-73.9820774,40.7640506,-73.9825156,a~xwF~rpbMhB`@d@L^JD@FBTFb@L,326
8,40.7640506,-73.9825156,40.7623979,-73.9785983,ivxwFvupbMFUBEDMV{@n@sB|AaFhBuFf@}A,326
8,40.7623979,-73.9785983,40.7636463,-73.9776972,_lxwFf}obM}B{A{BwA,326
8,40.7636463,-73.9776972,40.7616436,-73.9729126,ysxwFrwobMxAuEnC{Id@uAjAwDt@}B,326
9,40.7462049,-73.9885956,40.7452981,-73.9887679,wfuwFv{qbM\Bl@Hl@Hx@H,326
9,40.7452981,-73.9887679,40.7432993,-73.9840219,cauwFx|qbMVy@bBiFfCaI`CyHHU,326
9,40.7432993,-73.9840219,40.751412,-73.9780301,sttwFb_qbMyByAyByA{ByA}ByA}BuAMOCCEECCiAu@YWSOqBoAyB{A{ByA{ByA{ByAoAy@i@c@iAs@q@g@,326
9,40.751412,-73.9780301,40.7518788,-73.9776889,igvwFtyobM}AcA,326
10,40.7502421,-73.9908992,40.7503293,-73.9911014,_`vwFbjrbMQf@,326
10,40.7503293,-73.9911014,40.7497096,-73.991556,q`vwFjkrbMt@f@\Tf@\,326
10,40.7497096,-73.991556,40.7444267,-73.9790517,u|uwFfnrbMnFyPj@cBFS|EgOdCcI`CsHHYdCwHdCaI,326
10,40.7444267,-73.9790517,40.7526873,-73.9730287,u{twF``pbMyByAgC_BaCaB{ByA}B{A}AeAYS{ByA_CyAyB{AeC_BeC_B_C}A{ByA,326
10,40.7526873,-73.9730287,40.7525902,-73.9727997,iovwFlznbMRm@,326
